customer_id,signup_date,segment,country,is_enterprise
C0499,2023-03-25,,UK,False
C0500,2023-01-14,,IN,False
C0501,2023-02-16,,UK,False
C0502,,SMB,CA,False
C0503,2023-02-16,Enterprise,US,True
C0504,2023-02-27,Enterprise,CA,True
C0505,2023-01-16,Mid-Market,US,False
C0506,2023-02-13,Enterprise,IN,True
C0507,2023-03-07,,CA,False
C0508,,SMB,IN,False
C0509,2023-03-02,,IN,False
C0510,2023-03-07,Mid-Market,UK,False
C0511,2023-02-10,Mid-Market,DE,False
C0512,2023-02-08,Enterprise,CA,True
C0513,2023-03-10,,AU,False
C0514,2023-03-02,SMB,UK,False
C0515,2023-01-15,,CA,False
C0516,2023-03-30,SMB,CA,False
C0517,2023-03-25,Mid-Market,AU,False
C0518,2023-03-03,Mid-Market,CA,False
C0519,2023-03-21,,IN,False
C0520,2023-02-01,SMB,CA,False
C0521,2023-01-15,Mid-Market,US,False
C0522,2023-02-23,Mid-Market,DE,False
C0523,2023-02-22,,AU,False
C0524,2023-04-01,Mid-Market,CA,False
C0525,2023-02-11,,CA,False
C0526,2023-01-23,,CA,False
C0527,2023-02-15,Enterprise,CA,True
C0528,2023-02-01,Enterprise,CA,True
C0529,2023-02-08,Enterprise,AU,True
C0530,2023-04-01,,UK,False
C0531,2023-03-13,Enterprise,UK,True
C0532,2023-03-28,,DE,False
C0533,2023-01-19,Enterprise,US,True
C0534,2023-01-11,Enterprise,DE,True
C0535,2023-03-03,Mid-Market,IN,False
C0536,2023-02-04,Enterprise,IN,True
C0537,2023-03-17,Mid-Market,IN,False
C0538,2023-03-09,Mid-Market,AU,False
C0539,2023-01-13,,UK,False
C0540,2023-01-13,Mid-Market,US,False
C0541,2023-01-21,,AU,False
C0542,2023-03-02,,AU,False
C0543,2023-02-06,Enterprise,UK,True
C0544,2023-01-12,Mid-Market,CA,False
C0545,2023-01-05,Mid-Market,DE,False
C0546,2023-01-23,SMB,DE,False
C0547,2023-01-24,Enterprise,US,True
C0548,,SMB,UK,False
C0549,2023-03-24,,IN,False
C0550,2023-03-01,Enterprise,IN,True
C0551,2023-02-12,Mid-Market,AU,False
C0552,2023-02-02,Mid-Market,US,False
C0553,2023-02-07,Mid-Market,IN,False
C0554,2023-03-23,,DE,False
C0555,2023-01-12,,AU,False
C0556,2023-01-18,,UK,False
C0557,2023-01-01,Enterprise,DE,True
C0558,2023-02-04,Enterprise,UK,True
C0559,2023-03-15,SMB,UK,False
C0560,2023-03-30,Mid-Market,US,False
C0561,2023-03-01,Enterprise,IN,True
C0562,2023-03-06,Enterprise,AU,True
C0563,2023-02-07,Enterprise,CA,True
C0564,2023-01-18,,IN,False
C0565,2023-03-19,Enterprise,DE,True
C0566,2023-03-02,Mid-Market,IN,False
C0567,2023-03-18,SMB,CA,False
C0568,2023-04-01,Enterprise,US,True
C0569,2023-01-15,SMB,CA,False
C0570,2023-01-26,Mid-Market,IN,False
C0571,2023-03-08,,US,False
C0572,2023-03-16,,US,False
C0573,2023-02-27,SMB,DE,False
C0574,2023-02-23,,CA,False
C0575,2023-03-01,Enterprise,AU,True
C0576,,Enterprise,US,True
C0577,2023-03-16,SMB,US,False
C0578,2023-03-31,SMB,CA,False
C0579,2023-01-09,,US,False
C0580,2023-01-24,Mid-Market,AU,False
C0581,2023-03-24,,UK,False
C0582,2023-02-18,,DE,False
C0583,2023-03-29,Mid-Market,AU,False
C0584,2023-01-16,Mid-Market,CA,False
C0585,2023-01-17,Mid-Market,US,False
C0586,2023-02-08,,AU,False
C0587,2023-02-24,,IN,False
C0588,2023-02-14,Mid-Market,UK,False
C0589,2023-01-15,SMB,AU,False
C0590,2023-01-03,Mid-Market,IN,False
C0591,2023-03-18,SMB,DE,False
C0592,2023-04-01,SMB,IN,False
C0593,2023-02-21,,IN,False
C0594,2023-01-08,Mid-Market,CA,False
C0595,2023-01-30,Enterprise,CA,True
C0596,2023-03-28,Enterprise,IN,True
C0597,2023-01-19,Mid-Market,DE,False
C0598,2023-01-08,Mid-Market,AU,False
C0599,2023-03-13,,US,False
C0600,2023-03-24,,CA,False
C0601,2023-02-23,,IN,False
C0602,2023-01-24,,IN,False
C0603,2023-02-08,Mid-Market,DE,False
C0604,2023-03-13,,DE,False
C0605,2023-01-18,,IN,False
C0606,2023-02-12,SMB,DE,False
C0607,2023-01-12,Mid-Market,US,False
C0608,2023-03-28,SMB,US,False
C0609,2023-03-17,Mid-Market,DE,False
C0610,2023-02-12,Enterprise,US,True
C0611,2023-01-25,SMB,AU,False
C0612,2023-03-03,Mid-Market,AU,False
C0613,2023-01-27,,IN,False
C0614,2023-02-06,,DE,False
C0615,2023-02-15,Enterprise,UK,True
C0616,2023-03-05,,US,False
C0617,2023-03-02,Enterprise,IN,True
C0618,2023-02-22,SMB,CA,False
C0619,2023-01-19,SMB,UK,False
C0620,2023-03-16,,UK,False
C0621,2023-02-12,Mid-Market,DE,False
C0622,2023-02-01,,CA,False
C0623,2023-03-29,Enterprise,UK,True
C0624,2023-03-04,,DE,False
C0625,2023-02-15,Mid-Market,IN,False
C0626,2023-03-04,Mid-Market,CA,False
C0627,2023-01-08,SMB,US,False
C0628,2023-03-27,SMB,US,False
C0629,2023-03-22,Mid-Market,US,False
C0630,2023-01-02,Mid-Market,CA,False
C0631,2023-01-08,,AU,False
C0632,2023-01-01,,US,False
C0633,,Enterprise,CA,True
C0634,2023-01-03,,IN,False
C0635,2023-01-13,Mid-Market,IN,False
C0636,2023-03-09,Enterprise,UK,True
C0637,2023-02-20,SMB,UK,False
C0638,2023-02-28,Mid-Market,AU,False
C0639,2023-03-29,SMB,AU,False
C0640,2023-03-25,SMB,US,False
C0641,2023-02-18,,US,False
C0642,2023-03-31,Mid-Market,US,False
C0643,2023-02-25,Enterprise,CA,True
C0644,2023-01-13,SMB,IN,False
C0645,2023-03-30,,UK,False
C0646,,SMB,AU,False
C0647,2023-03-11,SMB,IN,False
C0648,2023-02-10,SMB,IN,False
C0649,2023-02-20,SMB,UK,False
C0650,2023-01-31,,AU,False
C0651,2023-02-12,,AU,False
C0652,2023-03-30,SMB,CA,False
C0653,2023-02-14,SMB,US,False
C0654,2023-01-10,Enterprise,CA,True
C0655,2023-03-18,,UK,False
C0656,,Enterprise,DE,True
C0657,2023-02-15,,DE,False
C0658,2023-03-16,,US,False
C0659,2023-02-07,Mid-Market,AU,False
C0660,2023-02-04,Mid-Market,DE,False
C0661,2023-03-23,Mid-Market,AU,False
C0662,2023-02-16,SMB,US,False
C0663,,Enterprise,DE,True
C0664,2023-02-04,SMB,IN,False
C0665,2023-02-25,,CA,False
C0666,2023-02-22,SMB,US,False
C0667,2023-03-12,SMB,CA,False
C0668,2023-02-11,,US,False
C0669,2023-02-19,SMB,AU,False
C0670,2023-02-01,Mid-Market,AU,False
C0671,2023-01-18,Enterprise,UK,True
C0672,2023-01-19,SMB,IN,False
C0673,2023-02-23,Enterprise,DE,True
C0674,2023-02-16,Enterprise,IN,True
C0675,2023-03-05,Mid-Market,DE,False
C0676,2023-02-08,SMB,DE,False
C0677,2023-03-21,,UK,False
C0678,2023-02-25,Mid-Market,UK,False
C0679,2023-03-30,Mid-Market,DE,False
C0680,2023-02-20,Enterprise,UK,True
C0681,2023-03-23,,CA,False
C0682,2023-02-11,,UK,False
C0683,2023-02-20,Enterprise,US,True
C0684,2023-01-26,Mid-Market,AU,False
C0685,2023-01-04,,AU,False
C0686,2023-02-07,SMB,DE,False
C0687,2023-01-18,Enterprise,IN,True
C0688,2023-01-20,,DE,False
C0689,2023-03-18,,CA,False
C0690,2023-03-06,,CA,False
C0691,,Enterprise,AU,True
C0692,2023-03-10,SMB,US,False
C0693,2023-03-26,Enterprise,IN,True
C0694,2023-01-06,,UK,False
C0695,2023-02-25,SMB,US,False
C0696,2023-01-29,Mid-Market,DE,False
C0697,2023-03-01,Mid-Market,UK,False
C0698,2023-03-03,SMB,UK,False
C0699,2023-01-11,SMB,AU,False
C0700,2023-02-09,Enterprise,DE,True
C0701,2023-03-08,,UK,False
C0702,2023-02-26,,UK,False
C0703,2023-01-06,SMB,US,False
C0704,2023-03-24,SMB,AU,False
C0705,2023-02-01,Mid-Market,CA,False
C0706,2023-03-13,,DE,False
C0707,2023-02-21,Mid-Market,IN,False
C0708,2023-02-25,,US,False
C0709,2023-01-26,,CA,False
C0710,2023-01-01,Mid-Market,IN,False
C0711,2023-04-01,SMB,CA,False
C0712,2023-03-10,Mid-Market,UK,False
C0713,2023-02-28,SMB,UK,False
C0714,2023-03-04,Enterprise,CA,True
C0715,2023-02-20,SMB,UK,False
C0716,2023-02-28,Mid-Market,AU,False
C0717,2023-02-08,SMB,AU,False
C0718,2023-01-16,Mid-Market,UK,False
C0719,2023-02-17,Mid-Market,CA,False
C0720,2023-03-18,Mid-Market,CA,False
C0721,2023-01-24,,AU,False
C0722,2023-03-24,Mid-Market,CA,False
C0723,2023-02-06,Mid-Market,IN,False
C0724,2023-02-27,SMB,UK,False
C0725,2023-03-04,Mid-Market,IN,False
C0726,2023-03-13,,DE,False
C0727,2023-02-23,,DE,False
C0728,2023-03-14,SMB,IN,False
C0729,2023-02-05,Mid-Market,CA,False
C0730,2023-02-28,,CA,False
C0731,2023-03-15,SMB,UK,False
C0732,2023-02-16,SMB,AU,False
C0733,2023-01-28,,US,False
C0734,2023-03-25,Mid-Market,UK,False
C0735,2023-01-05,,UK,False
C0736,2023-01-12,,US,False
C0737,2023-01-31,Mid-Market,AU,False
C0738,2023-02-14,,IN,False
C0739,2023-01-27,Mid-Market,US,False
C0740,2023-03-10,Enterprise,CA,True
C0741,2023-02-11,Enterprise,UK,True
C0742,2023-03-07,SMB,IN,False
C0743,2023-02-22,SMB,UK,False
C0744,2023-01-17,Mid-Market,IN,False
C0745,2023-02-11,Mid-Market,AU,False
C0746,2023-01-19,Enterprise,AU,True
C0747,2023-02-27,SMB,AU,False
C0748,2023-01-12,,CA,False
C0749,2023-03-30,Enterprise,DE,True
C0750,2023-02-11,SMB,AU,False
C0751,2023-02-28,Enterprise,US,True
C0752,2023-02-20,Mid-Market,DE,False
C0753,2023-03-05,Enterprise,UK,True
C0754,2023-02-13,Mid-Market,CA,False
C0755,2023-02-13,SMB,US,False
C0756,2023-02-28,SMB,US,False
C0757,2023-01-21,,DE,False
C0758,,,IN,False
C0759,2023-01-17,Enterprise,IN,True
C0760,2023-02-05,SMB,AU,False
C0761,2023-01-11,Enterprise,AU,True
C0762,2023-01-22,SMB,DE,False
C0763,2023-03-31,Mid-Market,DE,False
C0764,2023-04-01,SMB,US,False
C0765,2023-01-10,Mid-Market,CA,False
C0766,2023-03-29,,US,False
C0767,,Enterprise,US,True
C0768,2023-02-24,Mid-Market,DE,False
C0769,2023-02-19,SMB,AU,False
C0770,2023-01-14,Enterprise,UK,True
C0771,2023-01-18,,IN,False
C0772,2023-03-28,Mid-Market,US,False
C0773,2023-01-02,Mid-Market,DE,False
C0774,2023-01-28,Mid-Market,DE,False
C0775,2023-02-26,Mid-Market,US,False
C0776,2023-01-18,SMB,CA,False
C0777,2023-02-14,,UK,False
C0778,2023-02-01,Enterprise,AU,True
C0779,2023-03-12,Enterprise,AU,True
C0780,,Enterprise,IN,True
C0781,2023-03-07,Mid-Market,AU,False
C0782,2023-03-24,SMB,IN,False
C0783,2023-01-15,Mid-Market,DE,False
C0784,2023-01-10,SMB,UK,False
C0785,2023-01-17,,CA,False
C0786,2023-03-11,Mid-Market,DE,False
C0787,2023-01-10,SMB,CA,False
C0788,2023-02-03,Mid-Market,US,False
C0789,2023-02-20,Enterprise,AU,True
C0790,2023-02-23,,AU,False
C0791,2023-03-23,Mid-Market,UK,False
C0792,2023-01-11,Mid-Market,IN,False
C0793,2023-02-20,SMB,UK,False
C0794,2023-01-31,SMB,IN,False
C0795,2023-02-25,SMB,DE,False
C0796,2023-01-08,Enterprise,AU,True
C0797,2023-01-23,SMB,US,False
C0798,2023-03-31,SMB,IN,False
C0799,2023-02-14,Enterprise,IN,True
C0800,2023-02-04,SMB,US,False
C0801,2023-02-24,Enterprise,CA,True
C0802,2023-03-15,SMB,DE,False
C0803,2023-02-16,SMB,DE,False
C0804,2023-01-22,Enterprise,IN,True
C0805,2023-01-14,SMB,IN,False
C0806,2023-01-01,SMB,US,False
C0807,2023-03-02,Enterprise,DE,True
C0808,2023-01-23,SMB,CA,False
C0809,2023-03-25,,IN,False
C0810,2023-02-23,Enterprise,UK,True
C0811,2023-03-15,Enterprise,US,True
C0812,2023-01-07,Mid-Market,IN,False
C0813,2023-01-06,,US,False
C0814,2023-02-06,Enterprise,UK,True
C0815,2023-02-28,SMB,UK,False
C0816,2023-03-14,Enterprise,AU,True
C0817,2023-03-01,Enterprise,CA,True
C0818,2023-01-26,Mid-Market,IN,False
C0819,,,US,False
C0820,2023-02-14,SMB,UK,False
C0821,,,AU,False
C0822,2023-01-14,Mid-Market,CA,False
C0823,2023-02-23,,US,False
C0824,2023-01-19,Enterprise,US,True
C0825,,Mid-Market,CA,False
C0826,2023-02-17,,AU,False
C0827,2023-01-13,Mid-Market,AU,False
C0828,2023-01-10,SMB,DE,False
C0829,2023-01-17,Mid-Market,UK,False
C0830,2023-02-10,,AU,False
C0831,2023-02-11,Enterprise,DE,True
C0832,2023-01-10,Mid-Market,IN,False
C0833,2023-03-16,SMB,IN,False
C0834,2023-02-27,,UK,False
C0835,2023-03-10,Enterprise,IN,True
C0836,2023-03-01,Enterprise,US,True
C0837,2023-03-29,Enterprise,AU,True
C0838,2023-01-06,Mid-Market,UK,False
C0839,2023-02-01,Enterprise,DE,True
C0840,2023-03-28,Enterprise,UK,True
C0841,2023-01-23,SMB,DE,False
C0842,2023-03-13,Mid-Market,US,False
C0843,2023-01-18,SMB,US,False
C0844,2023-01-29,Mid-Market,IN,False
C0845,2023-02-17,SMB,CA,False
C0846,2023-01-10,SMB,US,False
C0847,2023-03-24,,IN,False
C0848,2023-02-12,SMB,US,False
C0849,2023-01-07,Mid-Market,CA,False
C0850,2023-02-20,,US,False
C0851,2023-02-24,Mid-Market,UK,False
C0852,2023-01-24,Enterprise,UK,True
C0853,2023-01-20,SMB,CA,False
C0854,2023-02-01,Enterprise,DE,True
C0855,2023-03-12,,US,False
C0856,2023-02-19,Mid-Market,DE,False
C0857,2023-03-09,Mid-Market,AU,False
C0858,2023-03-11,SMB,DE,False
C0859,2023-02-15,,CA,False
C0860,2023-02-14,Enterprise,DE,True
C0861,2023-01-04,Enterprise,CA,True
C0862,2023-02-05,SMB,DE,False
C0863,2023-03-16,Mid-Market,IN,False
C0864,2023-03-26,Mid-Market,UK,False
C0865,2023-01-08,Mid-Market,CA,False
C0866,2023-02-19,Enterprise,IN,True
C0867,2023-03-17,Enterprise,AU,True
C0868,2023-03-17,SMB,AU,False
C0869,2023-03-14,Mid-Market,CA,False
C0870,2023-03-05,Enterprise,IN,True
C0871,2023-01-12,SMB,IN,False
C0872,2023-01-03,,US,False
C0873,2023-03-20,Mid-Market,IN,False
C0874,2023-01-23,Enterprise,US,True
C0875,,Mid-Market,US,False
C0876,2023-02-16,SMB,UK,False
C0877,2023-03-26,,CA,False
C0878,2023-02-08,Enterprise,IN,True
C0879,2023-02-25,,AU,False
C0880,2023-04-01,Enterprise,IN,True
C0881,2023-01-23,,UK,False
C0882,2023-02-07,Mid-Market,IN,False
C0883,2023-03-31,,CA,False
C0884,,Enterprise,CA,True
C0885,2023-03-14,SMB,DE,False
C0886,2023-01-10,Mid-Market,UK,False
C0887,2023-01-22,SMB,AU,False
C0888,2023-02-12,,US,False
C0889,2023-02-01,SMB,UK,False
C0890,2023-01-14,SMB,US,False
C0891,2023-02-23,Mid-Market,DE,False
C0892,2023-02-18,Enterprise,CA,True
C0893,2023-03-03,Mid-Market,IN,False
C0894,2023-01-05,Enterprise,US,True
C0895,2023-01-14,SMB,UK,False
C0896,2023-02-18,Mid-Market,AU,False
C0897,2023-01-12,Enterprise,CA,True
C0898,2023-03-03,SMB,DE,False
C0899,2023-01-22,,IN,False
C0900,2023-02-12,Mid-Market,IN,False
C0901,2023-03-12,Enterprise,AU,True
C0902,2023-01-31,SMB,US,False
C0903,2023-03-12,,IN,False
C0904,2023-01-01,,US,False
C0905,2023-03-26,,IN,False
C0906,2023-01-27,Mid-Market,AU,False
C0907,2023-01-11,,US,False
C0908,2023-02-20,,DE,False
C0909,2023-02-03,SMB,AU,False
C0910,2023-01-24,Enterprise,DE,True
C0911,2023-02-27,SMB,UK,False
C0912,2023-02-03,Mid-Market,UK,False
C0913,2023-01-20,SMB,US,False
C0914,2023-03-11,,CA,False
C0915,2023-01-08,,CA,False
C0916,2023-03-10,,CA,False
C0917,2023-03-02,Enterprise,US,True
C0918,2023-01-05,Mid-Market,US,False
C0919,2023-02-27,Mid-Market,IN,False
C0920,2023-01-25,Mid-Market,US,False
C0921,2023-03-29,,IN,False
C0922,2023-03-22,Mid-Market,CA,False
C0923,2023-01-09,SMB,DE,False
C0924,2023-03-12,Enterprise,UK,True
C0925,2023-01-02,,US,False
C0926,2023-01-19,SMB,US,False
C0927,2023-01-13,Enterprise,CA,True
C0928,2023-02-22,Enterprise,DE,True
C0929,2023-03-15,,US,False
C0930,2023-02-21,Mid-Market,CA,False
C0931,2023-03-30,,US,False
C0932,2023-02-12,Mid-Market,US,False
C0933,2023-02-04,Enterprise,US,True
C0934,2023-02-08,Enterprise,UK,True
C0935,2023-03-31,SMB,IN,False
C0936,2023-02-26,Enterprise,UK,True
C0937,2023-03-19,SMB,IN,False
C0938,2023-02-22,,CA,False
C0939,2023-01-08,Mid-Market,US,False
C0940,2023-03-06,,IN,False
C0941,2023-03-09,SMB,IN,False
C0942,2023-01-26,SMB,IN,False
C0943,,SMB,UK,False
C0944,2023-02-05,Enterprise,DE,True
C0945,2023-03-23,SMB,AU,False
C0946,,Enterprise,DE,True
C0947,2023-01-23,,CA,False
C0948,2023-02-14,Mid-Market,UK,False
C0949,2023-03-30,SMB,UK,False
C0950,,SMB,IN,False
C0951,2023-01-28,Mid-Market,AU,False
C0952,2023-01-27,Enterprise,AU,True
C0953,2023-01-03,SMB,DE,False
C0954,2023-03-24,Mid-Market,CA,False
C0955,2023-01-29,Enterprise,CA,True
C0956,2023-02-09,Enterprise,DE,True
C0957,2023-02-14,,UK,False
C0958,2023-02-08,,CA,False
C0959,2023-03-07,Enterprise,CA,True
C0960,2023-03-19,Enterprise,UK,True
C0961,2023-03-03,SMB,UK,False
C0962,2023-03-23,Enterprise,UK,True
C0963,2023-03-25,Enterprise,IN,True
C0964,2023-01-31,SMB,CA,False
C0965,2023-02-10,Mid-Market,AU,False
C0966,,,UK,False
C0967,2023-02-23,,DE,False
C0968,2023-03-16,Mid-Market,UK,False
C0969,2023-01-29,,AU,False
C0970,2023-02-08,Mid-Market,AU,False
C0971,2023-01-24,Enterprise,US,True
C0972,2023-02-03,Mid-Market,AU,False
C0973,2023-03-25,SMB,IN,False
C0974,2023-02-09,,UK,False
C0975,2023-03-16,Enterprise,DE,True
C0976,2023-03-02,SMB,AU,False
C0977,2023-03-21,SMB,DE,False
C0978,2023-03-06,SMB,AU,False
C0979,2023-02-08,,US,False
C0980,2023-01-20,Mid-Market,IN,False
C0981,2023-03-14,,IN,False
C0982,2023-01-24,SMB,DE,False
C0983,2023-01-23,Enterprise,AU,True
C0984,2023-02-27,Enterprise,IN,True
C0985,2023-01-22,Mid-Market,DE,False
C0986,2023-01-12,Mid-Market,CA,False
C0987,2023-02-24,,DE,False
C0988,2023-02-19,SMB,US,False
C0989,2023-02-17,SMB,UK,False
C0990,2023-03-09,Mid-Market,US,False
C0991,2023-03-22,Mid-Market,IN,False
C0992,2023-02-14,Enterprise,IN,True
C0993,2023-03-06,Enterprise,IN,True
C0994,2023-01-06,Enterprise,UK,True
C0995,2023-03-08,Enterprise,DE,True
C0996,2023-01-18,Enterprise,DE,True
C0997,2023-01-25,Mid-Market,DE,False
C0998,,Mid-Market,AU,False
C0999,2023-01-28,SMB,CA,False
C1000,2023-01-16,Enterprise,AU,True
